dog_id	dog_name	sex	alt_status	animal_control	surrender_date	surrender_reason	description	age_months	microchip	email	breed_name
95	Ella	unknown	1	1	2019-08-15	think the dog is too hyper	  I'm trying to find a home for a dog,  who I rescued from a trail	42		srodefer@ontomedia.com	Brittany
95	Ella	unknown	1	1	2019-08-15	think the dog is too hyper	  I'm trying to find a home for a dog,  who I rescued from a trail	42		srodefer@ontomedia.com	English Toy Spaniel
96	Brady	male	1	0	2019-08-16	decided they have too many animals at home	  enjoys car rides and loves playing alon	266		sjurney@groovestreet.com	Harrier
97	Lucky	female	1	0	2019-08-19	problems with the cat soiling outside the litter box	 is an adorable dog with a classic Bulldog face.  He was pulled from a high kill shelter 	45		dmontezuma@green-plus.com	Havanese
98	Mocha	unknown	1	1	2019-08-20	having 'personal problems'	 is a senior boy, 11-12 years old, the life he led before being rescued was filled 	161	0287101747	sjurney@groovestreet.com	Afghan Hound
98	Mocha	unknown	1	1	2019-08-20	having 'personal problems'	 is a senior boy, 11-12 years old, the life he led before being rescued was filled 	161	0287101747	sjurney@groovestreet.com	Maltipoo
99	Ace	male	1	0	2019-08-21	My child moved to college and left their animal behind.	 was a stray who found his way to Rescue.  He is a senior guy but acts an	25		jgiguere@openlane.com	Russian Toy
100	Cleo	unknown	1	0	2019-08-27	I don't want the dog to scratch my new floors.	 This gorgeous boy is a Saint Bernard mix. He is	25		fcrupi@rangreen.com	Belgian Malinois
100	Cleo	unknown	1	0	2019-08-27	I don't want the dog to scratch my new floors.	 This gorgeous boy is a Saint Bernard mix. He is	25		fcrupi@rangreen.com	Norwich Terrier
101	Marley	female	1	0	2019-08-28	I have decided I am allergic to the animal.	 We don't know what happened to him before he arrived	71		smaclead@openlane.com	Weimaraner
102	Shadow	female	1	0	2019-08-29	problems with the cat soiling outside the litter box	  was rescued after she gave birth under a house in rural Texas. She'd been living on the 	247		gmatuszak@green-plus.com	Irish Red and White Setter
103	Grace	female	1	1	2019-09-02	I need to surrender my dog because I just had my carpets cleaned.	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	107	7588184201	mdeleo@funholding.com	Lagotto Romagnolo
103	Grace	female	1	1	2019-09-02	I need to surrender my dog because I just had my carpets cleaned.	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	107	7588184201	mdeleo@funholding.com	Pomeranian
104	Ginger	female	1	0	2019-09-05	didn't know the cat would sleep all day	  I came from a shelter that euthanizes over a hundred animals a week. I turned on	34	9563679426	smaclead@openlane.com	Dalmatian
104	Ginger	female	1	0	2019-09-05	didn't know the cat would sleep all day	  I came from a shelter that euthanizes over a hundred animals a week. I turned on	34	9563679426	smaclead@openlane.com	Miniature Pinscher
105	Jake	male	1	0	2019-09-06	The animal pooped/peed on the floor.	 Have you been looking for a Labrador Retriever to join your family? Labs have such great, goofy, c	232	9182621865	jgiguere@openlane.com	Bullmastiff
106	Lily	female	1	0	2019-09-09	haven't thought about any other options	 is a super sweet boxer/dane mix!  He came from a rural animal contro	184		mo@burdell.com	Greyhound
107	Beau	male	1	1	2019-09-10	having 'personal problems'	   a beautiful Hound mix, 7 years old, and weighing 43 pounds.  	107		sahle@treequote.com	Akita
107	Beau	male	1	1	2019-09-10	having 'personal problems'	   a beautiful Hound mix, 7 years old, and weighing 43 pounds.  	107		sahle@treequote.com	Bergamasco
108	Gracie	female	1	0	2019-09-13	The animal has a behavior that I don't want to try to work with and correct.	  was being given away for free on a neighborhood site in Texas because a child in the home w	16		asmith@zotware.com	Swedish Lapphund
109	Casey	female	1	0	2019-09-19	I got a new house and don't want it.	  along with his littermates and mom, was rescued from euthanasia a	59	7438950778	mdeleo@funholding.com	Chihuahua
109	Casey	female	1	0	2019-09-19	I got a new house and don't want it.	  along with his littermates and mom, was rescued from euthanasia a	59	7438950778	mdeleo@funholding.com	Fila Brasileiro
110	Olive	unknown	1	0	2019-09-26	having 'personal problems'	 is a very friendly and energetic Rottweiler mix who is7 years old & weighs 59	77	4230427909	sahle@treequote.com	Keeshond
111	Sally	female	1	0	2019-09-26	don't know how to handle the animal's medical needs	 Our girl may look like a plain little black dog but she is anything but ordinary!  Th	23	9044340249	ncoyier@funholding.com	Cavapoo
112	Brody	male	1	0	2019-10-01	don't know how to handle the animal's medical needs	  is a 4-year-old Boxer/Lab gal weighing 67 pounds, so of course the name is perfect. She ca	247	4922077392	tmarrier@hottechi.com	Chinook
113	Chico	male	1	0	2019-10-07	haven't thought about any other options	 is a very friendly and energetic Rottweiler mix who is7 years old & weighs 59	158		jgiguere@openlane.com	Labradoodle
114	Lola	female	1	0	2019-10-07	having 'personal problems'	 Meet  a sweet-as-pie Brindle/Blue Nose Pit Bull who needs a new place to live	153	7638227325	gmatuszak@green-plus.com	Lakeland Terrier
115	Cali	female	1	0	2019-10-08	My dogs pees on my baby.	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	55	7289416436	mdeleo@funholding.com	Poodle
116	Sally	female	1	0	2019-10-09	I had no idea that animals were this much work.	 This adorable boy is Tango Barnwell.  He wou	65	0506467113	jgiguere@openlane.com	Thai Ridgeback
117	Shelby	female	1	0	2019-10-09	don't know how to handle the animal's medical needs	  along with his littermates and mom, was rescued from euthanasia a	61		cjurney@groovestreet.com	German Shepherd Dog
118	George	male	1	0	2019-10-10	I don't have time for the animal.	" When their dad passed away in a tragic accident, he and his ""sister""  "	39	0845103394	vmenter@silis.com	English Setter
119	Gus	male	1	0	2019-10-10	I don't want to be responsible for the animal anymore.	  was recently rescued from euthanasia at a Texas shelter. She has the sweetest face!  I	178		nbatman@ron-tech.com	Briard
120	Chico	male	1	0	2019-10-14	upset that the dog bit somebody	   is a goofy, exciteable, very well trained 8 year old pug-boxer-something mix who	102	4592937345	kmunns@yearin.com	Lakeland Terrier
121	Emma	female	1	0	2019-10-16	The animal pooped/peed on the floor.	  is a 9-year-old Treeing Walker Hound, a playful boy who likes toys & like	263	5968663850	nbatman@ron-tech.com	Neapolitan Mastiff
122	Lilly	female	1	0	2019-10-17	I got a new house and don't want it.	 Our girl may look like a plain little black dog but she is anything but ordinary!  Th	39	2033815869	barias@xx-holding.com	American Water Spaniel
123	Sally	female	1	0	2019-10-25	I am moving and I can't take them with me.	" When their dad passed away in a tragic accident, he and his ""sister""  "	49	7107074830	mmallett@konex.com	Lakeland Terrier
124	Pebbles	female	1	0	2019-10-28	I need to surrender my dog because I just had my carpets cleaned.	   Meet a 3 month old cuddly, lovable Terrier mix.  He was dumped in	248	7444632749	walbares@conecom.com	Bracco Italiano
124	Pebbles	female	1	0	2019-10-28	I need to surrender my dog because I just had my carpets cleaned.	   Meet a 3 month old cuddly, lovable Terrier mix.  He was dumped in	248	7444632749	walbares@conecom.com	English Foxhound
124	Pebbles	female	1	0	2019-10-28	I need to surrender my dog because I just had my carpets cleaned.	   Meet a 3 month old cuddly, lovable Terrier mix.  He was dumped in	248	7444632749	walbares@conecom.com	Rat Terrier
125	Nikki	female	1	0	2019-11-01	Landlord won't let me keep the animal.	 This gorgeous puppy; we believe that he is a Yellow Lab mixed with Siberian Husky and wh	46	9507138642	barias@xx-holding.com	Collie
126	Oreo	male	1	0	2019-11-04	The animal chews and I don't want my belongings destroyed.	  Look at that underbite!!! he is a 3 1/2 year old Terrier mix. He was in a home for a couple y	21	3076676382	smaclead@openlane.com	English Toy Spaniel
126	Oreo	male	1	0	2019-11-04	The animal chews and I don't want my belongings destroyed.	  Look at that underbite!!! he is a 3 1/2 year old Terrier mix. He was in a home for a couple y	21	3076676382	smaclead@openlane.com	Lowchen
127	Piper	female	1	0	2019-11-07	The animal chews and I don't want my belongings destroyed.	  was adopted from us when he was 2 months old.  He was just returned because they do	56		lmenter@plexzap.com	Brussels Griffon
127	Piper	female	1	0	2019-11-07	The animal chews and I don't want my belongings destroyed.	  was adopted from us when he was 2 months old.  He was just returned because they do	56		lmenter@plexzap.com	Sloughi
128	Brandy	female	1	0	2019-11-11	The animal has a behavior that I don't want to try to work with and correct.	  was recently rescued from euthanasia at a Texas shelter. She has the sweetest face!  I	91		rdiestel@goodsilron.com	Briard
129	Dakota	female	1	0	2019-11-11	I told my dying family member that I would care for their animal after they died to make them feel better, but I really don't want the animal so I am surrendering it to you.	 is a stunning girl who was adopted from Eleventh Hour Rescue a few years ago but was recen	159	5869537559	jgiguere@openlane.com	American Pit Bull Terrier
129	Dakota	female	1	0	2019-11-11	I told my dying family member that I would care for their animal after they died to make them feel better, but I really don't want the animal so I am surrendering it to you.	 is a stunning girl who was adopted from Eleventh Hour Rescue a few years ago but was recen	159	5869537559	jgiguere@openlane.com	Cardigan Welsh Corgi
130	Max	male	1	0	2019-11-12	I got a new house and don't want it.	 Meet  a sweet-as-pie Brindle/Blue Nose Pit Bull who needs a new place to live	14		cvonasek@toughzap.com	Keeshond
131	Leo	male	1	0	2019-11-13	The animal has had (puppies/kittens) and I don't know how that happened and I don't want them anymore.	 she was being given away in the back of a gas station in a rural Texas town when one of our	47	1968472390	nbatman@ron-tech.com	Glen of Imaal Terrier
132	Cleo	female	1	0	2019-11-15	I am moving and I can't take them with me.	 would be a wonderful addition to your family as long as she's the only fur	260		kmunns@yearin.com	Dachshund
132	Cleo	female	1	0	2019-11-15	I am moving and I can't take them with me.	 would be a wonderful addition to your family as long as she's the only fur	260		kmunns@yearin.com	Miniature American Shepherd
133	Bo	male	1	0	2019-11-18	The animal doesn't match my new furniture.	 is a 12-week-old Black Cur mix pup who got adopted and who thought he had found his fo	74	1459461853	kmunns@yearin.com	Caucasian Ovcharka
133	Bo	male	1	0	2019-11-18	The animal doesn't match my new furniture.	 is a 12-week-old Black Cur mix pup who got adopted and who thought he had found his fo	74	1459461853	kmunns@yearin.com	Small Munsterlander Pointer
134	Benny	male	1	0	2019-11-18	decided they have too many animals at home	 was homeless and roaming the streets which eventually led to his being picked-up	148	8683087184	asmith@zotware.com	Large Munsterlander
134	Benny	male	1	0	2019-11-18	decided they have too many animals at home	 was homeless and roaming the streets which eventually led to his being picked-up	148	8683087184	asmith@zotware.com	Miniature American Shepherd
135	Honey	female	1	0	2019-11-19	I don't want the dog to scratch my new floors.	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	141		rdiestel@goodsilron.com	English Cocker Spaniel
135	Honey	female	1	0	2019-11-19	I don't want the dog to scratch my new floors.	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	141		rdiestel@goodsilron.com	Portuguese Water Dog
135	Honey	female	1	0	2019-11-19	I don't want the dog to scratch my new floors.	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	141		rdiestel@goodsilron.com	Russian Toy
136	Ace	male	1	0	2019-11-20	I didn't know that owning an animal was this expensive	" When her dad passed away in a tragic accident, she and her ""brother""  found themselv"	241	8406288680	ncoyier@funholding.com	Skye Terrier
137	Athena	female	1	0	2019-11-20	decided they have too many animals at home	  is a two and a half old and such a sweetheart.   loves the car and likes 	115	8855820847	dmontezuma@green-plus.com	Kooikerhondje
137	Athena	female	1	0	2019-11-20	decided they have too many animals at home	  is a two and a half old and such a sweetheart.   loves the car and likes 	115	8855820847	dmontezuma@green-plus.com	Shihpoo
138	Elvis	male	1	0	2019-11-21	I didn't know that owning an animal was this expensive	  is a very loving and affectionate 5 1/2 year old dog who is great with adults but he ha	43	1588289273	mmallett@konex.com	Affenpinscher
138	Elvis	male	1	0	2019-11-21	I didn't know that owning an animal was this expensive	  is a very loving and affectionate 5 1/2 year old dog who is great with adults but he ha	43	1588289273	mmallett@konex.com	German Shepherd Dog
138	Elvis	male	1	0	2019-11-21	I didn't know that owning an animal was this expensive	  is a very loving and affectionate 5 1/2 year old dog who is great with adults but he ha	43	1588289273	mmallett@konex.com	Weimaraner
139	Roxie	female	1	1	2019-11-22	The animal chews and I don't want my belongings destroyed.	" If you're looking for a ""no brainer"", check out this girl. She is a really E"	133		jgiguere@openlane.com	Gordon Setter
139	Roxie	female	1	1	2019-11-22	The animal chews and I don't want my belongings destroyed.	" If you're looking for a ""no brainer"", check out this girl. She is a really E"	133		jgiguere@openlane.com	Poodle
140	Leo	male	1	0	2019-11-22	The dog barks too much or the cat meows too much.	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	116	8995897848	sahle@treequote.com	Vizsla
141	Marley	female	1	0	2019-12-02	I have decided that my family is allergic to the animal.	 Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m	247	2929126033	asmith@zotware.com	Brittany
141	Marley	female	1	0	2019-12-02	I have decided that my family is allergic to the animal.	 Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m	247	2929126033	asmith@zotware.com	Collie
142	Abby	female	1	0	2019-12-03	decided they have too many animals at home	 This sweet brindle boy with the crooked smile is Whopper. He's such a good boy - playful,	20	7321356173	gmatuszak@green-plus.com	Australian Kelpie
143	Lexie	unknown	1	0	2019-12-03	renovating the house or redoing the yard	 Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m	132		barias@xx-holding.com	English Cocker Spaniel
143	Lexie	unknown	1	0	2019-12-03	renovating the house or redoing the yard	 Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m	132		barias@xx-holding.com	Maltese
144	Lady	unknown	1	0	2019-12-05	My two dogs, who are brother and sister, keep having litters of puppies.	  was a service dog for an elderly man who recently passed away. Now this boy needs a new home	116	5556057839	ncoyier@funholding.com	Lagotto Romagnolo
145	Cash	male	1	0	2019-12-10	don't like the way the dog reacted to a child	 Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m	87	4353377498	rdiestel@goodsilron.com	Bergamasco
145	Cash	male	1	0	2019-12-10	don't like the way the dog reacted to a child	 Looking for a happy, silly, sweet & funny pup?  Check out her as she is all these and m	87	4353377498	rdiestel@goodsilron.com	Maltipoo
146	Boomer	male	1	0	2019-12-12	decided they have too many animals at home	 she was being given away in the back of a gas station in a rural Texas town when one of our	167		sjurney@groovestreet.com	Flat-Coated Retriever
147	Milo	male	1	0	2019-12-13	allergies are a problem	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	44		nbatman@ron-tech.com	Golden Retriever
148	Izzy	female	1	0	2019-12-16	"I ""Found"" the animal."	 I'm a good-looking Redbone with big soulful eyes (so I'm told) who&	167	7047413542	dkeetch@golddex.com	Italian Greyhound
149	Buddy	male	1	0	2019-12-18	having 'personal problems'	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	174	6072982334	jgiguere@openlane.com	Glen of Imaal Terrier
149	Buddy	male	1	0	2019-12-18	having 'personal problems'	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	174	6072982334	jgiguere@openlane.com	Neapolitan Mastiff
150	Lacey	female	1	0	2019-12-20	I don't want the dog to scratch my new floors.	 is a super sweet boxer/dane mix!  He came from a rural animal contro	33	4793706812	mo@burdell.com	Australian Terrier
151	Bruno	unknown	1	1	2019-12-24	the pet sheds too much	 is beautiful and sweet.  Loves to play and eat.  A little shy and independent.	24	0169698559	rdiestel@goodsilron.com	Unknown
152	Olive	female	1	0	2019-12-25	The animal has had (puppies/kittens) and I don't know how that happened and I don't want them anymore.	  was dumped at a mailbox in rural Texas; is a sweet shy girl  w	126	0936657565	smaclead@openlane.com	American Eskimo
153	Bear	male	1	0	2019-12-25	I am moving and I can't take them with me.	 is a handsome 3 1/2 year old Shepherd mix. He is good with other dogs.  He would do	50		ncoyier@funholding.com	German Spitz
154	Milo	male	1	0	2019-12-26	The animal turned 10 and you surrender the animal when it reaches that age.	  is a 1 year old Terrier mix! He is walks well on a leash and loves affection. He would prefer	146		dmontezuma@green-plus.com	Kromfohrlander
155	Misty	unknown	1	0	2019-12-30	I don't want to be responsible for the animal anymore.	 Handsome and elegant - that's how they describe him; was found as a str	191		dkeetch@golddex.com	Black and Tan Coonhound
155	Misty	unknown	1	0	2019-12-30	I don't want to be responsible for the animal anymore.	 Handsome and elegant - that's how they describe him; was found as a str	191		dkeetch@golddex.com	Spanish Water Dog
156	Chance	male	1	1	2019-12-31	haven't thought about any other options	 would be a wonderful addition to your family as long as she's the only fur	27	7463414892	mo@burdell.com	German Spitz
156	Chance	male	1	1	2019-12-31	haven't thought about any other options	 would be a wonderful addition to your family as long as she's the only fur	27	7463414892	mo@burdell.com	Treeing Walker Coonhound
157	Riley	female	1	0	2020-01-01	The animal attacks me and my family.	 I'm looking to to rehome my male Catahoula Leopard Dog/Mountain Cur.	265	8180781419	jsweely@fasehatice.com	Pomsky
158	Jackson	male	1	1	2020-01-03	My two dogs, who are brother and sister, keep having litters of puppies.	 Meet a handsome black Lab mix who's almost 5 years old	250		gmatuszak@green-plus.com	Bolognese
159	Roxy	female	1	0	2020-01-07	I need to surrender my dog because it chewed my sprinkler heads.	  is a very loving and affectionate 5 1/2 year old dog who is great with adults but he ha	33	5944042237	jgiguere@openlane.com	Eurasier
159	Roxy	female	1	0	2020-01-07	I need to surrender my dog because it chewed my sprinkler heads.	  is a very loving and affectionate 5 1/2 year old dog who is great with adults but he ha	33	5944042237	jgiguere@openlane.com	Longdog
160	Maya	female	1	0	2020-01-10	The animal attacks my other animals.	 Looking for a wonderful family pet? Please check out this pup with the wagging tail, he'd be s	229	2020876706	sahle@treequote.com	Nova Scotia Duck Tolling Retriever
161	Max	male	1	0	2020-01-16	don't like the way the dog reacted to a child	   is a goofy, exciteable, very well trained 8 year old pug-boxer-something mix who	87		ncoyier@funholding.com	Portuguese Podengo
162	Brandy	female	1	0	2020-01-22	I didn't know I adopted a boy/girl animal.	   I'm an absolute awesome dog and I love all people. My foster says I have	35	0734163028	lmenter@plexzap.com	Portuguese Water Dog
163	Gizmo	male	1	0	2020-01-22	I have decided that my family is allergic to the animal.	  is a loving, snuggly girl who loves long walks and going for car rides but she's als	164	9511448238	gmatuszak@green-plus.com	Irish Wolfhound
164	Champ	male	1	0	2020-01-23	Landlord won't let me keep the animal.	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	75	7681306976	barias@xx-holding.com	Chinese Crested
164	Champ	male	1	0	2020-01-23	Landlord won't let me keep the animal.	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	75	7681306976	barias@xx-holding.com	Spanish Water Dog
165	Scout	unknown	1	1	2020-02-04	The animal pooped/peed on the floor.	 This beautiful boy  was adopted out as a puppy to a loving couple but recently has c	72	1712461229	edubaldi@finhigh.com	Chow Chow
165	Scout	unknown	1	1	2020-02-04	The animal pooped/peed on the floor.	 This beautiful boy  was adopted out as a puppy to a loving couple but recently has c	72	1712461229	edubaldi@finhigh.com	Eurasier
165	Scout	unknown	1	1	2020-02-04	The animal pooped/peed on the floor.	 This beautiful boy  was adopted out as a puppy to a loving couple but recently has c	72	1712461229	edubaldi@finhigh.com	Finnish Lapphund
166	Marley	male	1	0	2020-02-12	My doctor told me that the cat will suck the life out of my newborn baby.	" When their dad passed away in a tragic accident, he and his ""sister""  "	7	8069469232	rdiestel@goodsilron.com	Nova Scotia Duck Tolling Retriever
166	Marley	male	1	0	2020-02-12	My doctor told me that the cat will suck the life out of my newborn baby.	" When their dad passed away in a tragic accident, he and his ""sister""  "	7	8069469232	rdiestel@goodsilron.com	Pekingese
167	Katie	female	1	1	2020-02-13	don't know how to handle the animal's medical needs	   a beautiful Hound mix, 7 years old, and weighing 43 pounds.  	38		gmatuszak@green-plus.com	Sealyham Terrier
167	Katie	female	1	1	2020-02-13	don't know how to handle the animal's medical needs	   a beautiful Hound mix, 7 years old, and weighing 43 pounds.  	38		gmatuszak@green-plus.com	Sussex Spaniel
167	Katie	female	1	1	2020-02-13	don't know how to handle the animal's medical needs	   a beautiful Hound mix, 7 years old, and weighing 43 pounds.  	38		gmatuszak@green-plus.com	Wirehaired Vizsla
168	Pebbles	female	1	0	2020-02-17	My doctor told me that the cat will suck the life out of my newborn baby.	   is a 3 year old Lab mix who loves people.  She is currently living with 2 children	18		kmunns@yearin.com	Otterhound
169	Winnie	female	1	1	2020-02-18	I have decided that my family is allergic to the animal.	 Meet Louie, originally named Jellybean for his love of candy and sweet disposition. He was adopted	56		smaclead@openlane.com	Collie
169	Winnie	female	1	1	2020-02-18	I have decided that my family is allergic to the animal.	 Meet Louie, originally named Jellybean for his love of candy and sweet disposition. He was adopted	56		smaclead@openlane.com	Treeing Walker Coonhound
170	Benji	male	1	0	2020-02-19	The animal chews and I don't want my belongings destroyed.	 is a sweetie pie! He's very laid back and gentle with people. He walks well on 	114		lmenter@plexzap.com	Norwegian Lundehund
170	Benji	male	1	0	2020-02-19	The animal chews and I don't want my belongings destroyed.	 is a sweetie pie! He's very laid back and gentle with people. He walks well on 	114		lmenter@plexzap.com	Schapendoes
171	Layla	female	1	0	2020-02-28	don't know how to handle the animal's medical needs	 ended up at an animal shelter as a stray and that's where our rescuer discovered this un	165	1617929290	rdiestel@goodsilron.com	Chinese Crested
171	Layla	female	1	0	2020-02-28	don't know how to handle the animal's medical needs	 ended up at an animal shelter as a stray and that's where our rescuer discovered this un	165	1617929290	rdiestel@goodsilron.com	Rhodesian Ridgeback
171	Layla	female	1	0	2020-02-28	don't know how to handle the animal's medical needs	 ended up at an animal shelter as a stray and that's where our rescuer discovered this un	165	1617929290	rdiestel@goodsilron.com	Treeing Walker Coonhound
172	Elvis	male	1	1	2020-02-28	think the dog is too hyper	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	194	2801951418	walbares@conecom.com	Lurcher
173	Baxter	male	1	0	2020-03-02	I have decided I am allergic to the animal.	 was recently diagnosed with glaucoma and required surgery to remove both eyes. :( Consi	246		cjurney@groovestreet.com	Great Pyrenees
174	Sierra	female	1	0	2020-03-04	I have decided that my family is allergic to the animal.	  I came from a shelter that euthanizes over a hundred animals a week. I turned on	79		rdiestel@goodsilron.com	Catahoula Leopard Dog
174	Sierra	female	1	0	2020-03-04	I have decided that my family is allergic to the animal.	  I came from a shelter that euthanizes over a hundred animals a week. I turned on	79		rdiestel@goodsilron.com	Pumi
175	Benji	male	1	0	2020-03-04	haven't thought about any other options	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	93		srodefer@ontomedia.com	Boerboel
175	Benji	male	1	0	2020-03-04	haven't thought about any other options	 has quite a resume.  He has graduated Basic I Obedience, Basic II Obedience, learned 	93		srodefer@ontomedia.com	Portuguese Water Dog
176	Holly	female	1	0	2020-03-06	upset that the dog bit somebody	 this boy and his siblings were being given away in a Walmart parking lot in Texas right before the ne	171	9684801212	tmarrier@hottechi.com	Eurasier
177	Max	unknown	1	0	2020-03-10	the pet sheds too much	 is super friendly and loves other cats	137	7476386818	cjurney@groovestreet.com	Cavalier King Charles Spaniel
178	Duke	male	1	0	2020-03-18	the pet sheds too much	 Meet  a sweet-as-pie Brindle/Blue Nose Pit Bull who needs a new place to live	153		rdiestel@goodsilron.com	Canaan Dog
179	Cleo	unknown	1	0	2020-03-19	The animal chews and I don't want my belongings destroyed.	 Have you been looking for a Labrador Retriever to join your family? Labs have such great, goofy, c	0	0566618980	cvonasek@toughzap.com	Anatolian Shepherd Dog
180	Cocoa	female	1	1	2020-03-24	upset that the dog chewed on something or had an accident	 is a very friendly and energetic Rottweiler mix who is7 years old & weighs 59	84	9255463784	rdiestel@goodsilron.com	Chow Chow
181	Millie	unknown	1	0	2020-03-25	The animal has a behavior that I don't want to try to work with and correct.	 LOVES toys and has been entertaining himself in his run. But it's so much nicer to see	33	7044703794	walbares@conecom.com	Kooikerhondje
182	Max	male	1	0	2020-03-26	don't have time for the dog anymore	 he has had a hard start to his life! This little blue nose nugget of wiggles was scheduled 	23		dkeetch@golddex.com	Pomapoo
183	Chance	male	1	1	2020-03-26	I have decided that my family is allergic to the animal.	  is a wonderful family member.  He is 13 years old and has been with 	63	1271437267	dkeetch@golddex.com	Black and Tan Coonhound
184	Copper	male	1	0	2020-03-27	The animal attacks me and my family.	 How could you resist that face! he is a 3 year old stocky little boy who loves attention. 	77	2305374321	jsweely@fasehatice.com	Alaskan Husky
184	Copper	male	1	0	2020-03-27	The animal attacks me and my family.	 How could you resist that face! he is a 3 year old stocky little boy who loves attention. 	77	2305374321	jsweely@fasehatice.com	Irish Terrier
185	Bubba	male	1	0	2020-03-31	The animal attacks my other animals.	   is a 3 year old Lab mix who loves people.  She is currently living with 2 children	204	4376976102	jgiguere@openlane.com	German Spitz
186	Sandy	female	1	0	2020-04-02	"""My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"""	 is a fun, energetic girl who was found as a stray in south Texas.  Her owners refused 	106		mdeleo@funholding.com	Pugapoo
187	Penny	female	1	0	2020-04-03	I have decided I am allergic to the animal.	  was found curled up in a shivering ball one frosty morning in the landscaping outside of a 	83	2351193848	mmallett@konex.com	Pomapoo
188	Louie	male	1	1	2020-04-07	"""My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"""	 Meet Louie, originally named Jellybean for his love of candy and sweet disposition. He was adopted	46		ncoyier@funholding.com	Australian Shepherd
188	Louie	male	1	1	2020-04-07	"""My cat is a w***e, she keeps getting pregnant by the neighbor's cat and the babies keep dying. This is the third time and I am done with this!"""	 Meet Louie, originally named Jellybean for his love of candy and sweet disposition. He was adopted	46		ncoyier@funholding.com	Longdog
189	Moose	male	1	0	2020-04-09	allergies are a problem	 After being abandoned in rural east Texas, wandered up to a home. The kind family took h	93	6332625943	smaclead@openlane.com	Neapolitan Mastiff
190	Ellie	female	0	0	2020-04-10	The animal has had (puppies/kittens) and I don't know how that happened and I don't want them anymore.	 We don't know what happened to him before he arrived	60		fcrupi@rangreen.com	Clumber Spaniel
191	Benny	male	1	0	2020-04-10	I need to surrender my dog because I just had my carpets cleaned.	   a German Shepherd Mix.  I'm a bit timid at first, but once I get 	143	5369822981	fcrupi@rangreen.com	Great Dane
192	Mimi	female	1	0	2020-04-13	I don't want to be responsible for the animal anymore.	 is a 12-week-old Black Cur mix pup who got adopted and who thought he had found his fo	93		dkeetch@golddex.com	Gordon Setter
193	Kobe	male	1	0	2020-04-14	didn't know the cat would sleep all day	   I'm an absolute awesome dog and I love all people. My foster says I have	83		dmontezuma@green-plus.com	Bullmastiff
193	Kobe	male	1	0	2020-04-14	didn't know the cat would sleep all day	   I'm an absolute awesome dog and I love all people. My foster says I have	83		dmontezuma@green-plus.com	Puggle
194	Layla	female	1	0	2020-04-16	The animal attacks me and my family.	   is a 3 year old Lab mix who loves people.  She is currently living with 2 children	43	8193161267	jgiguere@openlane.com	Bearded Collie
194	Layla	female	1	0	2020-04-16	The animal attacks me and my family.	   is a 3 year old Lab mix who loves people.  She is currently living with 2 children	43	8193161267	jgiguere@openlane.com	Black Russian Terrier
195	Boomer	male	1	0	2020-04-17	I don't have time for the animal.	 After being abandoned in rural east Texas, wandered up to a home. The kind family took h	99	7339516057	edubaldi@finhigh.com	Pekingese
196	Callie	female	1	0	2020-04-20	decided they have too many animals at home	 is a PRECIOUS little man!  He's so sweet and snuggly!   gets along w	152	7960026909	mmallett@konex.com	Cockapoo
197	Buddy	male	1	0	2020-04-23	allergies are a problem	 is a senior boy, 11-12 years old, the life he led before being rescued was filled 	27		cjurney@groovestreet.com	Swedish Vallhund
198	Buster	male	1	0	2020-04-30	decided they have too many animals at home	 is a ball-chasing, attention-loving, breathtakingly gorgeous boy.  A perfect day	55	1180081313	mo@burdell.com	Airedale Terrier
198	Buster	male	1	0	2020-04-30	decided they have too many animals at home	 is a ball-chasing, attention-loving, breathtakingly gorgeous boy.  A perfect day	55	1180081313	mo@burdell.com	Kerry Blue Terrier
199	Scout	female	1	0	2020-05-07	I got a new house and don't want it.	 is a sweet girl who was separated from her litter after having to have a lifesaving blood tr	4		dkeetch@golddex.com	Bedlington Terrier
